gfx,cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,80,6336,7168,torch.float8_e4m3fn,flydsl,1343,0,20.0478,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x0x4x1_default,362.47,2344.58,0.0
gfx950,256,80,7168,3584,torch.float8_e4m3fn,cktile,78,0,12.6711,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_48x64x256_1x4x1_16x16x128_default,324.39,2140.6,0.0
gfx950,256,88,6336,7168,torch.float8_e4m3fn,flydsl,921,0,19.847,flydsl_bpreshuflle_48x64x256_F8_F8_B16_1x3x4x2_default,402.75,2376.3,0.0
gfx950,256,88,7168,3584,torch.float8_e4m3fn,flydsl,451,0,11.8022,flydsl_bpreshuflle_48x64x256_F8_F8_B16_1x1x4x2_default,383.1,2310.34,0.0
gfx950,256,96,6336,7168,torch.float8_e4m3fn,flydsl,921,0,20.133,flydsl_bpreshuflle_48x64x256_F8_F8_B16_1x3x4x2_default,433.12,2350.42,0.0
gfx950,256,96,7168,3584,torch.float8_e4m3fn,flydsl,633,0,12.3565,flydsl_bpreshuflle_48x64x256_F8_F8_B16_1x2x0x2_default,399.18,2218.3,0.0
gfx950,256,104,6336,7168,torch.float8_e4m3fn,cktile,179,0,20.7096,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_64x64x256_1x4x1_16x16x128_default,456.15,2292.65,0.0
gfx950,256,104,7168,3584,torch.float8_e4m3fn,cktile,179,0,12.9034,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_64x64x256_1x4x1_16x16x128_default,414.12,2135.39,0.0
gfx950,256,112,6336,7168,torch.float8_e4m3fn,cktile,179,0,20.7828,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_64x64x256_1x4x1_16x16x128_default,489.5,2292.21,0.0
gfx950,256,112,7168,3584,torch.float8_e4m3fn,cktile,179,0,13.0583,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_64x64x256_1x4x1_16x16x128_default,440.68,2121.04,0.0
gfx950,256,120,6336,7168,torch.float8_e4m3fn,flydsl,698,0,20.707,flydsl_bpreshuflle_64x64x256_F8_F8_B16_1x2x4x2_default,526.39,2308.27,0.0
gfx950,256,120,7168,3584,torch.float8_e4m3fn,flydsl,208,0,11.9168,flydsl_bpreshuflle_64x64x256_F8_F8_B16_1x0x4x2_default,517.39,2336.24,0.0
gfx950,256,128,6336,7168,torch.float8_e4m3fn,ck,114,0,20.8839,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,556.73,2296.31,0.0
gfx950,256,128,7168,3584,torch.float8_e4m3fn,flydsl,1129,0,11.9853,flydsl_bpreshuflle_64x64x256_F8_F8_B16_1x4x4x2_default,548.73,2334.85,0.0
gfx950,256,136,6336,7168,torch.float8_e4m3fn,cktile,84,0,23.1458,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_80x64x256_1x4x1_16x16x128_default,533.72,2078.77,0.0
gfx950,256,136,7168,3584,torch.float8_e4m3fn,flydsl,452,0,13.2018,flydsl_bpreshuflle_48x128x256_F8_F8_B16_1x1x4x2_default,529.3,2130.56,0.0
gfx950,256,144,6336,7168,torch.float8_e4m3fn,cktile,84,0,23.3525,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_80x64x256_1x4x1_16x16x128_default,560.11,2067.16,0.0
gfx950,256,144,7168,3584,torch.float8_e4m3fn,flydsl,452,0,13.3876,flydsl_bpreshuflle_48x128x256_F8_F8_B16_1x1x4x2_default,552.66,2111.7,0.0
gfx950,256,152,6336,7168,torch.float8_e4m3fn,flydsl,1958,0,22.106,flydsl_bpreshuflle_32x64x512_F8_F8_B16_0x3x4x1_default,624.56,2190.9,0.0
gfx950,256,152,7168,3584,torch.float8_e4m3fn,flydsl,933,0,13.3574,flydsl_bpreshuflle_80x64x256_F8_F8_B16_1x3x4x2_default,584.68,2127.21,0.0
gfx950,256,160,6336,7168,torch.float8_e4m3fn,flydsl,1958,0,22.5446,flydsl_bpreshuflle_32x64x512_F8_F8_B16_0x3x4x1_default,644.64,2155.32,0.0
gfx950,256,160,7168,3584,torch.float8_e4m3fn,flydsl,933,0,13.0677,flydsl_bpreshuflle_80x64x256_F8_F8_B16_1x3x4x2_default,629.1,2185.34,0.0
gfx950,256,168,6336,7168,torch.float8_e4m3fn,cktile,227,0,24.5243,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_96x64x256_1x4x1_16x16x128_default,622.24,1987.81,0.0
gfx950,256,168,7168,3584,torch.float8_e4m3fn,cktile,227,0,15.3486,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_96x64x256_1x4x1_16x16x128_default,562.39,1869.92,0.0
gfx950,256,176,6336,7168,torch.float8_e4m3fn,cktile,227,0,24.7487,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_96x64x256_1x4x1_16x16x128_default,645.96,1976.2,0.0
gfx950,256,176,7168,3584,torch.float8_e4m3fn,cktile,85,0,15.3969,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_96x64x256_1x4x1_16x16x128_default,587.32,1873.37,0.0
gfx950,256,184,6336,7168,torch.float8_e4m3fn,flydsl,710,0,23.3337,flydsl_bpreshuflle_96x64x256_F8_F8_B16_1x2x4x2_default,716.27,2102.84,0.0
gfx950,256,184,7168,3584,torch.float8_e4m3fn,flydsl,468,0,13.3569,flydsl_bpreshuflle_96x64x256_F8_F8_B16_1x1x4x2_default,707.8,2170.22,0.0
gfx950,256,192,6336,7168,torch.float8_e4m3fn,flydsl,468,0,23.5475,flydsl_bpreshuflle_96x64x256_F8_F8_B16_1x1x4x2_default,740.63,2090.49,0.0
gfx950,256,192,7168,3584,torch.float8_e4m3fn,flydsl,938,0,13.4702,flydsl_bpreshuflle_96x64x256_F8_F8_B16_1x3x4x2_default,732.36,2162.61,0.0
gfx950,256,200,6336,7168,torch.float8_e4m3fn,cktile,231,0,26.5673,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_112x64x256_1x4x1_16x16x128_default,683.79,1858.84,0.0
gfx950,256,200,7168,3584,torch.float8_e4m3fn,cktile,50,0,16.4589,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x64x256_1x4x1_16x16x128_default,624.35,1778.62,0.0
gfx950,256,208,6336,7168,torch.float8_e4m3fn,cktile,78,0,26.7745,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_48x64x256_1x4x1_16x16x128_default,705.64,1850.39,0.0
gfx950,256,208,7168,3584,torch.float8_e4m3fn,cktile,178,0,16.5657,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_64x64x256_1x4x1_16x16x128_default,645.13,1775.81,0.0
gfx950,256,216,6336,7168,torch.float8_e4m3fn,flydsl,227,0,25.644,flydsl_bpreshuflle_112x64x256_F8_F8_B16_1x0x4x2_default,765.09,1938.15,0.0
gfx950,256,216,7168,3584,torch.float8_e4m3fn,flydsl,945,0,14.3439,flydsl_bpreshuflle_112x64x256_F8_F8_B16_1x3x4x2_default,773.72,2060.86,0.0
gfx950,256,224,6336,7168,torch.float8_e4m3fn,flydsl,475,0,25.8574,flydsl_bpreshuflle_112x64x256_F8_F8_B16_1x1x4x2_default,786.88,1928.29,0.0
gfx950,256,224,7168,3584,torch.float8_e4m3fn,flydsl,945,0,14.4748,flydsl_bpreshuflle_112x64x256_F8_F8_B16_1x3x4x2_default,795.12,2052.13,0.0
gfx950,256,232,6336,7168,torch.float8_e4m3fn,flydsl,693,0,25.2873,flydsl_bpreshuflle_48x64x256_F8_F8_B16_1x2x4x2_default,833.35,1978.04,0.0
gfx950,256,232,7168,3584,torch.float8_e4m3fn,flydsl,464,0,15.1655,flydsl_bpreshuflle_80x128x256_F8_F8_B16_1x1x4x2_default,786.01,1968.12,0.0
gfx950,256,240,6336,7168,torch.float8_e4m3fn,flydsl,809,0,25.9572,flydsl_bpreshuflle_48x64x256_F8_F8_B16_0x3x4x2_default,839.84,1933.11,0.0
gfx950,256,240,7168,3584,torch.float8_e4m3fn,flydsl,216,0,15.3646,flydsl_bpreshuflle_80x128x256_F8_F8_B16_1x0x4x2_default,802.58,1951.95,0.0
gfx950,256,248,6336,7168,torch.float8_e4m3fn,flydsl,480,0,27.0873,flydsl_bpreshuflle_128x64x256_F8_F8_B16_1x1x4x2_default,831.63,1858.32,0.0
gfx950,256,248,7168,3584,torch.float8_e4m3fn,flydsl,700,0,14.4839,flydsl_bpreshuflle_64x128x256_F8_F8_B16_1x2x4x2_default,879.76,2080.54,0.0
gfx950,256,256,6336,7168,torch.float8_e4m3fn,ck,65,0,27.0261,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,860.4,1868.4,0.0
gfx950,256,256,7168,3584,torch.float8_e4m3fn,flydsl,210,0,14.8679,flydsl_bpreshuflle_64x128x256_F8_F8_B16_1x0x4x2_default,884.68,2036.44,0.0
